two_wheelers,cars,buses,trucks,timestamp
423,782,40,74,2024-03-21 22:00:00
370,707,41,68,2024-03-21 23:00:00
420,610,35,84,2024-03-22 00:00:00
369,647,40,78,2024-03-22 01:00:00
430,622,41,91,2024-03-22 02:00:00
431,833,50,75,2024-03-22 03:00:00
546,725,53,68,2024-03-22 04:00:00
503,839,54,93,2024-03-22 05:00:00
403,1030,52,97,2024-03-22 06:00:00
1760,1674,99,94,2024-03-22 07:00:00
1365,2494,93,91,2024-03-22 08:00:00
1502,1642,84,118,2024-03-22 09:00:00
630,1378,65,132,2024-03-22 10:00:00
855,1070,72,145,2024-03-22 11:00:00
485,1101,81,146,2024-03-22 12:00:00
1042,812,69,146,2024-03-22 13:00:00
802,1032,57,138,2024-03-22 14:00:00
688,899,67,143,2024-03-22 15:00:00
627,919,64,111,2024-03-22 16:00:00
1543,1855,91,115,2024-03-22 17:00:00
1481,2011,94,85,2024-03-22 18:00:00
1389,1672,88,65,2024-03-22 19:00:00
506,782,43,96,2024-03-22 20:00:00
439,579,39,76,2024-03-22 21:00:00
395,565,34,89,2024-03-22 22:00:00
381,793,43,104,2024-03-22 23:00:00
224,329,28,41,2024-03-23 00:00:00
274,468,22,49,2024-03-23 01:00:00
266,376,24,36,2024-03-23 02:00:00
145,416,32,55,2024-03-23 03:00:00
308,520,30,49,2024-03-23 04:00:00
313,579,32,55,2024-03-23 05:00:00
329,519,27,55,2024-03-23 06:00:00
836,1071,59,63,2024-03-23 07:00:00
1108,1203,49,70,2024-03-23 08:00:00
1141,1344,50,64,2024-03-23 09:00:00
367,753,39,72,2024-03-23 10:00:00
451,681,39,105,2024-03-23 11:00:00
366,749,41,76,2024-03-23 12:00:00
337,848,33,57,2024-03-23 13:00:00
376,703,48,89,2024-03-23 14:00:00
451,669,47,67,2024-03-23 15:00:00
433,468,27,87,2024-03-23 16:00:00
957,688,61,54,2024-03-23 17:00:00
914,1116,43,58,2024-03-23 18:00:00
819,959,51,59,2024-03-23 19:00:00
253,414,28,46,2024-03-23 20:00:00
277,431,26,48,2024-03-23 21:00:00
273,387,24,48,2024-03-23 22:00:00
261,438,28,58,2024-03-23 23:00:00
272,374,19,42,2024-03-24 00:00:00
259,333,26,43,2024-03-24 01:00:00
257,449,28,52,2024-03-24 02:00:00
302,402,29,47,2024-03-24 03:00:00
279,484,38,57,2024-03-24 04:00:00
264,452,28,47,2024-03-24 05:00:00
322,476,38,88,2024-03-24 06:00:00
789,1152,52,45,2024-03-24 07:00:00
852,1216,67,58,2024-03-24 08:00:00
978,1371,60,64,2024-03-24 09:00:00
366,638,39,107,2024-03-24 10:00:00
406,493,51,68,2024-03-24 11:00:00
307,641,40,111,2024-03-24 12:00:00
439,762,34,95,2024-03-24 13:00:00
416,635,38,88,2024-03-24 14:00:00
351,616,44,68,2024-03-24 15:00:00
417,697,46,82,2024-03-24 16:00:00
1013,1016,54,51,2024-03-24 17:00:00
626,811,59,63,2024-03-24 18:00:00
673,950,36,42,2024-03-24 19:00:00
248,416,26,55,2024-03-24 20:00:00
223,355,25,48,2024-03-24 21:00:00
274,380,24,42,2024-03-24 22:00:00
227,402,24,52,2024-03-24 23:00:00
370,615,42,83,2024-03-25 00:00:00
273,653,36,92,2024-03-25 01:00:00
446,828,42,60,2024-03-25 02:00:00
353,657,43,100,2024-03-25 03:00:00
471,779,40,129,2024-03-25 04:00:00
528,749,50,95,2024-03-25 05:00:00
662,768,54,141,2024-03-25 06:00:00
1190,1729,87,91,2024-03-25 07:00:00
865,1878,95,80,2024-03-25 08:00:00
1712,2247,101,102,2024-03-25 09:00:00
880,1498,65,160,2024-03-25 10:00:00
841,1013,84,124,2024-03-25 11:00:00
737,1072,59,130,2024-03-25 12:00:00
657,1124,63,154,2024-03-25 13:00:00
776,1174,98,139,2024-03-25 14:00:00
569,1108,56,145,2024-03-25 15:00:00
677,1206,50,131,2024-03-25 16:00:00
1593,1206,99,102,2024-03-25 17:00:00
1593,1129,57,82,2024-03-25 18:00:00
1792,1502,73,84,2024-03-25 19:00:00
495,871,62,80,2024-03-25 20:00:00
400,530,33,103,2024-03-25 21:00:00
405,357,29,74,2024-03-25 22:00:00
287,678,30,91,2024-03-25 23:00:00
345,638,44,74,2024-03-26 00:00:00
367,523,46,80,2024-03-26 01:00:00
375,555,38,75,2024-03-26 02:00:00
443,592,48,73,2024-03-26 03:00:00
410,760,56,69,2024-03-26 04:00:00
592,735,64,85,2024-03-26 05:00:00
550,945,53,105,2024-03-26 06:00:00
1479,1084,58,98,2024-03-26 07:00:00
1503,1763,83,116,2024-03-26 08:00:00
1705,1772,94,99,2024-03-26 09:00:00
778,1066,67,120,2024-03-26 10:00:00
617,1043,69,111,2024-03-26 11:00:00
644,1280,83,153,2024-03-26 12:00:00
677,818,84,171,2024-03-26 13:00:00
553,1116,67,165,2024-03-26 14:00:00
585,1156,78,147,2024-03-26 15:00:00
587,1293,67,139,2024-03-26 16:00:00
1675,1759,90,119,2024-03-26 17:00:00
1429,1845,94,92,2024-03-26 18:00:00
1305,1184,77,89,2024-03-26 19:00:00
527,479,61,89,2024-03-26 20:00:00
424,781,34,69,2024-03-26 21:00:00
431,651,38,73,2024-03-26 22:00:00
384,735,38,78,2024-03-26 23:00:00
400,489,41,78,2024-03-27 00:00:00
356,674,46,101,2024-03-27 01:00:00
258,834,41,82,2024-03-27 02:00:00
424,737,34,102,2024-03-27 03:00:00
567,779,53,87,2024-03-27 04:00:00
578,813,56,97,2024-03-27 05:00:00
629,672,39,88,2024-03-27 06:00:00
1756,2282,89,84,2024-03-27 07:00:00
1602,1838,72,109,2024-03-27 08:00:00
1716,2294,90,107,2024-03-27 09:00:00
629,849,60,158,2024-03-27 10:00:00
676,934,80,146,2024-03-27 11:00:00
781,1390,73,135,2024-03-27 12:00:00
837,1076,57,188,2024-03-27 13:00:00
678,1350,78,137,2024-03-27 14:00:00
622,1054,52,157,2024-03-27 15:00:00
632,732,66,119,2024-03-27 16:00:00
1615,2150,78,105,2024-03-27 17:00:00
1077,1604,78,100,2024-03-27 18:00:00
831,1793,82,84,2024-03-27 19:00:00
429,751,50,60,2024-03-27 20:00:00
354,533,52,87,2024-03-27 21:00:00
376,667,40,96,2024-03-27 22:00:00
382,831,41,84,2024-03-27 23:00:00
359,661,36,82,2024-03-28 00:00:00
476,620,40,58,2024-03-28 01:00:00
427,756,43,73,2024-03-28 02:00:00
453,715,43,92,2024-03-28 03:00:00
511,771,34,99,2024-03-28 04:00:00
421,679,53,120,2024-03-28 05:00:00
636,911,58,108,2024-03-28 06:00:00
1465,2191,80,101,2024-03-28 07:00:00
1740,1770,77,101,2024-03-28 08:00:00
1399,2589,122,91,2024-03-28 09:00:00
531,1093,74,92,2024-03-28 10:00:00
796,984,68,151,2024-03-28 11:00:00
755,1315,59,147,2024-03-28 12:00:00
613,1086,62,129,2024-03-28 13:00:00
602,1235,83,105,2024-03-28 14:00:00
779,1020,68,146,2024-03-28 15:00:00
520,1003,58,121,2024-03-28 16:00:00
1847,2037,96,103,2024-03-28 17:00:00
1189,1837,72,113,2024-03-28 18:00:00
1389,1137,93,55,2024-03-28 19:00:00
444,622,56,84,2024-03-28 20:00:00
472,790,40,84,2024-03-28 21:00:00
374,638,37,99,2024-03-28 22:00:00
381,576,24,59,2024-03-28 23:00:00
387,490,30,99,2024-03-29 00:00:00
332,524,31,80,2024-03-29 01:00:00
452,454,42,80,2024-03-29 02:00:00
400,683,41,84,2024-03-29 03:00:00
451,681,37,87,2024-03-29 04:00:00
432,694,49,117,2024-03-29 05:00:00
339,871,59,92,2024-03-29 06:00:00
1439,2000,96,100,2024-03-29 07:00:00
2153,2659,68,95,2024-03-29 08:00:00
1863,1649,98,94,2024-03-29 09:00:00
691,1301,55,192,2024-03-29 10:00:00
681,1301,81,151,2024-03-29 11:00:00
717,1010,80,156,2024-03-29 12:00:00
768,1170,61,166,2024-03-29 13:00:00
570,1032,61,109,2024-03-29 14:00:00
778,1096,62,168,2024-03-29 15:00:00
700,1241,42,79,2024-03-29 16:00:00
1641,2069,93,84,2024-03-29 17:00:00
1465,1894,79,82,2024-03-29 18:00:00
1272,1518,87,88,2024-03-29 19:00:00
515,581,39,97,2024-03-29 20:00:00
472,672,39,84,2024-03-29 21:00:00
385,769,32,81,2024-03-29 22:00:00
357,482,33,67,2024-03-29 23:00:00
235,311,19,36,2024-03-30 00:00:00
289,382,27,52,2024-03-30 01:00:00
199,333,22,54,2024-03-30 02:00:00
203,367,26,64,2024-03-30 03:00:00
287,420,26,49,2024-03-30 04:00:00
307,387,25,67,2024-03-30 05:00:00
339,451,32,63,2024-03-30 06:00:00
922,1258,58,67,2024-03-30 07:00:00
917,976,47,70,2024-03-30 08:00:00
1223,973,67,66,2024-03-30 09:00:00
316,602,36,79,2024-03-30 10:00:00
373,756,39,97,2024-03-30 11:00:00
422,666,46,94,2024-03-30 12:00:00
321,634,38,76,2024-03-30 13:00:00
405,670,42,67,2024-03-30 14:00:00
500,472,38,77,2024-03-30 15:00:00
381,652,39,93,2024-03-30 16:00:00
920,1203,34,67,2024-03-30 17:00:00
669,991,36,44,2024-03-30 18:00:00
691,1121,50,40,2024-03-30 19:00:00
265,373,32,67,2024-03-30 20:00:00
248,486,22,43,2024-03-30 21:00:00
291,400,24,53,2024-03-30 22:00:00
254,356,24,43,2024-03-30 23:00:00
